PollingInstitute;Published;StartCollection;EndCollection;PollYear;PollMonth;PollWeek;Date_numeric;PolicyIndicator;IncumbentParty;Government;GovernmentSupport;SocialdemokraternaS;VänsterpartietV;MiljöpartietMP;ModeraternaM;LiberalernaL;CenterpartietC;KristdemokraternaKD;SverigedemokraternaSD;Övriga partierÖvriga;Unemployment;UnemploymentTrend;HouseholdConsumption;HouseholdConsumptionDetrended;ConsumerPriceIndexFixedInterest;ConsumerPriceIndex;ConsumerConfidence;GovtSearch
Ipsos;2009-04-24T00:00:00Z;2009-04-07;2009-04-22;2009;Apr 2009;2009-17;14358;5;M FP C KD;M_FP_C_KD;47,2;33,5;7,3;6,4;32,1;5,6;5,7;3,8;3,6;2,0;8,3;7,9;-1,2;-1,5;1,8;-0,1;97,89326;18
Novus;2009-05-01T00:00:00Z;2009-04-14;2009-04-27;2009;May 2009;2009-18;14365;5;M FP C KD;M_FP_C_KD;44,7;35,0;7,3;6,7;29,6;5,2;5,4;4,5;4,4;1,9;9,0;8,1;-2,5;-1,2;1,4;-0,7;98,80798;25
Demoskop;2009-05-09T00:00:00Z;2009-04-29;2009-05-06;2009;May 2009;2009-19;14373;5;M FP C KD;M_FP_C_KD;47,9;34,2;6,1;6,6;34,5;5,4;4,3;3,7;3,4;1,8;9,0;8,1;-2,5;-1,2;1,4;-0,7;98,80798;25
Sifo;2009-05-17T00:00:00Z;2009-05-04;2009-05-14;2009;May 2009;2009-20;14381;5;M FP C KD;M_FP_C_KD;45,1;34,8;5,8;8,1;28,8;6,4;5,8;4,1;3,0;3,2;9,0;8,1;-2,5;-1,2;1,4;-0,7;98,80798;25
Novus;2009-05-23T00:00:00Z;2009-05-05;2009-05-18;2009;May 2009;2009-21;14387;5;M FP C KD;M_FP_C_KD;45,7;34,6;7,4;7,3;29,5;6,5;5,4;4,3;2,6;2,4;9,0;8,1;-2,5;-1,2;1,4;-0,7;98,80798;25
Inizio;2009-05-26T00:00:00Z;2009-04-28;2009-05-25;2009;May 2009;2009-22;14390;5;M FP C KD;M_FP_C_KD;44,8;31,1;6,7;9,0;28,0;6,7;5,3;4,8;4,6;3,8;9,0;8,1;-2,5;-1,2;1,4;-0,7;98,80798;25
Skop;2009-05-29T00:00:00Z;2009-05-04;2009-05-19;2009;May 2009;2009-22;14393;5;M FP C KD;M_FP_C_KD;47,5;33,4;5,3;7,8;31,6;6,4;5,0;4,5;3,8;2,2;9,0;8,1;-2,5;-1,2;1,4;-0,7;98,80798;25
Ipsos;2009-05-29T00:00:00Z;2009-05-07;2009-05-27;2009;May 2009;2009-22;14393;5;M FP C KD;M_FP_C_KD;46,7;33,7;7,0;6,5;29,3;6,8;6,1;4,5;3,6;2,5;9,0;8,1;-2,5;-1,2;1,4;-0,7;98,80798;25
Sifo;2009-06-14T00:00:00Z;2009-06-01;2009-06-11;2009;Jun 2009;2009-24;14409;5;M FP C KD;M_FP_C_KD;46,2;32,8;5,2;8,5;28,2;8,8;5,0;4,2;3,1;4,2;9,8;8,3;0,2;-1,0;1,2;-1,0;99,84197;19
SCB;2009-06-17T00:00:00Z;2009-04-28;2009-06-01;2009;Jun 2009;2009-25;14412;5;M FP C KD;M_FP_C_KD;45,2;36,6;5,7;6,0;29,9;5,5;5,5;4,3;3,0;3,5;9,8;8,3;0,2;-1,0;1,2;-1,0;99,84197;19
Inizio;2009-06-23T00:00:00Z;2009-06-08;2009-06-22;2009;Jun 2009;2009-26;14418;5;M FP C KD;M_FP_C_KD;40,9;32,0;5,7;10,5;24,0;7,6;5,5;3,8;4,7;6,2;9,8;8,3;0,2;-1,0;1,2;-1,0;99,84197;19
Novus;2009-06-25T00:00:00Z;2009-06-09;2009-06-22;2009;Jun 2009;2009-26;14420;5;M FP C KD;M_FP_C_KD;42,1;34,3;5,8;9,5;24,4;7,9;5,3;4,5;3,5;4,8;9,8;8,3;0,2;-1,0;1,2;-1,0;99,84197;19
Ipsos;2009-06-26T00:00:00Z;2009-06-09;2009-06-23;2009;Jun 2009;2009-26;14421;5;M FP C KD;M_FP_C_KD;45,3;34,0;5,4;8,0;28,1;7,8;5,4;4,0;3,3;4,0;9,8;8,3;0,2;-1,0;1,2;-1,0;99,84197;19
Ipsos;2009-06-26T00:00:00Z;2009-08-17;2009-08-26;2009;Jun 2009;2009-26;14421;5;M FP C KD;M_FP_C_KD;45,0;36,3;5,3;8,1;26,7;8,4;5,5;4,4;3,2;2,1;9,8;8,3;0,2;-1,0;1,2;-1,0;99,84197;19
Demoskop;2009-07-03T00:00:00Z;2009-06-24;2009-07-01;2009;Jul 2009;2009-27;14428;5;M FP C KD;M_FP_C_KD;44,2;33,3;5,5;9,3;26,7;9,1;4,7;3,7;4,0;3,7;7,9;8,4;1,1;-0,9;1,4;-1,2;100,79390;8
Inizio;2009-07-19T00:00:00Z;2009-06-24;2009-07-17;2009;Jul 2009;2009-29;14444;5;M FP C KD;M_FP_C_KD;41,8;31,4;6,7;10,0;26,8;6,5;4,5;4,0;4,1;6,0;7,9;8,4;1,1;-0,9;1,4;-1,2;100,79390;8
Skop;2009-07-20T00:00:00Z;2009-06-11;2009-07-07;2009;Jul 2009;2009-30;14445;5;M FP C KD;M_FP_C_KD;48,2;31,9;6,0;9,0;27,5;10,1;4,5;6,1;3,3;1,6;7,9;8,4;1,1;-0,9;1,4;-1,2;100,79390;8
Inizio;2009-08-13T00:00:00Z;2009-07-18;2009-08-12;2009;Aug 2009;2009-33;14469;5;M FP C KD;M_FP_C_KD;42,1;29,5;7,4;9,8;26,3;7,6;4,6;3,6;5,6;5,6;8,0;8,6;-0,6;-0,7;1,5;-1,2;101,57910;11
Skop;2009-08-13T00:00:00Z;2009-07-27;2009-08-11;2009;Aug 2009;2009-33;14469;5;M FP C KD;M_FP_C_KD;47,5;31,6;6,0;8,6;29,5;7,2;6,1;4,7;3,1;3,2;8,0;8,6;-0,6;-0,7;1,5;-1,2;101,57910;11
Sifo;2009-08-23T00:00:00Z;2009-08-10;2009-08-20;2009;Aug 2009;2009-34;14479;5;M FP C KD;M_FP_C_KD;45,2;32,8;6,1;9,2;27,6;6,8;6,1;4,7;4,2;2,5;8,0;8,6;-0,6;-0,7;1,5;-1,2;101,57910;11
Novus;2009-08-27T00:00:00Z;2009-08-11;2009-08-24;2009;Aug 2009;2009-35;14483;5;M FP C KD;M_FP_C_KD;44,2;33,7;5,9;9,0;25,5;7,8;6,3;4,6;4,6;2,6;8,0;8,6;-0,6;-0,7;1,5;-1,2;101,57910;11
Demoskop;2009-09-03T00:00:00Z;2009-08-26;2009-09-02;2009;Sep 2009;2009-36;14490;5;M FP C KD;M_FP_C_KD;45,1;36,6;5,1;7,8;27,8;8,6;4,6;4,1;4,4;1,0;8,3;8,7;-0,7;-0,5;1,1;-1,9;102,12670;23
Inizio;2009-09-08T00:00:00Z;2009-08-12;2009-09-06;2009;Sep 2009;2009-37;14495;5;M FP C KD;M_FP_C_KD;41,9;31,6;6,4;8,7;25,3;7,0;5,0;4,6;5,3;6,1;8,3;8,7;-0,7;-0,5;1,1;-1,9;102,12670;23
Skop;2009-09-13T00:00:00Z;2009-08-12;2009-09-04;2009;Sep 2009;2009-37;14500;5;M FP C KD;M_FP_C_KD;49,7;31,8;5,0;9,1;28,9;9,2;5,9;5,7;2,4;2,0;8,3;8,7;-0,7;-0,5;1,1;-1,9;102,12670;23
Sifo;2009-09-13T00:00:00Z;2009-08-31;2009-09-10;2009;Sep 2009;2009-37;14500;5;M FP C KD;M_FP_C_KD;45,0;34,0;5,5;8,9;29,0;7,3;5,0;3,7;3,9;2,7;8,3;8,7;-0,7;-0,5;1,1;-1,9;102,12670;23
Novus;2009-09-17T00:00:00Z;2009-09-01;2009-09-14;2009;Sep 2009;2009-38;14504;5;M FP C KD;M_FP_C_KD;43,5;34,9;5,9;8,7;27,2;6,3;5,8;4,2;4,2;2,8;8,3;8,7;-0,7;-0,5;1,1;-1,9;102,12670;23
Ipsos;2009-09-19T00:00:00Z;2009-09-02;2009-09-16;2009;Sep 2009;2009-38;14506;5;M FP C KD;M_FP_C_KD;45,1;34,0;6,8;8,0;29,8;6,0;5,1;4,2;3,7;2,4;8,3;8,7;-0,7;-0,5;1,1;-1,9;102,12670;23
Demoskop;2009-10-06T00:00:00Z;2009-09-27;2009-10-04;2009;Oct 2009;2009-41;14523;5;M FP C KD;M_FP_C_KD;49,8;35,3;5,9;4,2;30,8;11,0;4,7;3,3;NA;4,8;8,1;8,8;1,6;-0,2;1,5;-1,8;102,48470;22
Inizio;2009-10-06T00:00:00Z;2009-09-08;2009-10-05;2009;Oct 2009;2009-41;14523;5;M FP C KD;M_FP_C_KD;44,0;32,6;6,1;7,9;25,3;7,9;6,3;4,5;5,6;3,8;8,1;8,8;1,6;-0,2;1,5;-1,8;102,48470;22
Demoskop;2009-10-10T00:00:00Z;2009-09-30;2009-10-07;2009;Oct 2009;2009-41;14527;5;M FP C KD;M_FP_C_KD;43,9;35,5;6,5;8,8;27,2;7,5;5,5;3,7;3,7;1,6;8,1;8,8;1,6;-0,2;1,5;-1,8;102,48470;22
Skop;2009-10-18T00:00:00Z;2009-09-10;2009-10-09;2009;Oct 2009;2009-42;14535;5;M FP C KD;M_FP_C_KD;47,8;32,9;5,3;8,9;28,4;8,4;5,9;5,1;3,6;1,5;8,1;8,8;1,6;-0,2;1,5;-1,8;102,48470;22
Sifo;2009-10-18T00:00:00Z;2009-10-05;2009-10-15;2009;Oct 2009;2009-42;14535;5;M FP C KD;M_FP_C_KD;44,4;35,7;5,9;7,6;29,2;6,3;4,6;4,3;4,7;1,7;8,1;8,8;1,6;-0,2;1,5;-1,8;102,48470;22
Novus;2009-10-22T00:00:00Z;2009-10-06;2009-10-19;2009;Oct 2009;2009-43;14539;5;M FP C KD;M_FP_C_KD;44,2;36,4;4,7;8,6;26,9;6,8;6,2;4,3;4,0;2,1;8,1;8,8;1,6;-0,2;1,5;-1,8;102,48470;22
Inizio;2009-10-27T00:00:00Z;2009-10-05;2009-10-25;2009;Oct 2009;2009-44;14544;5;M FP C KD;M_FP_C_KD;41,3;33,7;5,7;8,6;26,6;5,9;4,6;4,2;6,0;4,7;8,1;8,8;1,6;-0,2;1,5;-1,8;102,48470;22
Ipsos;2009-10-28T00:00:00Z;2009-10-05;2009-10-26;2009;Oct 2009;2009-44;14545;5;M FP C KD;M_FP_C_KD;46,5;34,6;4,8;7,8;29,0;7,8;5,0;4,7;2,9;3,4;8,1;8,8;1,6;-0,2;1,5;-1,8;102,48470;22
Skop;2009-11-04T00:00:00Z;2009-10-11;2009-11-03;2009;Nov 2009;2009-45;14552;5;M FP C KD;M_FP_C_KD;46,8;33,5;4,3;8,6;28,9;7,7;5,5;4,7;4,4;2,4;8,0;8,9;0,2;0,3;2,0;-1,0;102,63630;19
Demoskop;2009-11-09T00:00:00Z;2009-10-28;2009-11-04;2009;Nov 2009;2009-46;14557;5;M FP C KD;M_FP_C_KD;44,7;33,9;6,4;9,4;29,3;7,1;4,5;3,8;4,4;1,2;8,0;8,9;0,2;0,3;2,0;-1,0;102,63630;19
Sifo;2009-11-15T00:00:00Z;2009-11-02;2009-11-12;2009;Nov 2009;2009-46;14563;5;M FP C KD;M_FP_C_KD;44,0;33,3;5,9;9,7;28,5;7,0;4,5;4,0;5,8;1,3;8,0;8,9;0,2;0,3;2,0;-1,0;102,63630;19
Sentio;2009-11-18T00:00:00Z;2009-11-03;2009-11-15;2009;Nov 2009;2009-47;14566;5;M FP C KD;M_FP_C_KD;43,7;31,5;5,5;9,3;28,4;6,0;4,3;5,0;7,2;2,8;8,0;8,9;0,2;0,3;2,0;-1,0;102,63630;19
Novus;2009-11-19T00:00:00Z;2009-11-03;2009-11-16;2009;Nov 2009;2009-47;14567;5;M FP C KD;M_FP_C_KD;45,0;33,4;5,7;8,9;28,2;6,6;5,5;4,7;5,4;1,6;8,0;8,9;0,2;0,3;2,0;-1,0;102,63630;19
Inizio;2009-11-24T00:00:00Z;2009-10-26;2009-11-23;2009;Nov 2009;2009-48;14572;5;M FP C KD;M_FP_C_KD;42,3;29,7;6,9;10,4;27,4;6,8;4,4;3,7;5,7;5,0;8,0;8,9;0,2;0,3;2,0;-1,0;102,63630;19
Ipsos;2009-11-27T00:00:00Z;2009-11-11;2009-11-25;2009;Nov 2009;2009-48;14575;5;M FP C KD;M_FP_C_KD;45,4;35,0;4,6;9,1;30,2;6,2;4,9;4,1;4,7;1,2;8,0;8,9;0,2;0,3;2,0;-1,0;102,63630;19
Demoskop;2009-12-04T00:00:00Z;2009-11-27;2009-12-02;2009;Dec 2009;2009-49;14582;5;M FP C KD;M_FP_C_KD;44,3;34,8;5,9;9,7;25,3;8,9;5,6;4,5;3,5;1,8;8,6;8,9;2,1;1,1;2,4;0,6;102,58690;18
Skop;2009-12-05T00:00:00Z;2009-11-03;2009-11-30;2009;Dec 2009;2009-49;14583;5;M FP C KD;M_FP_C_KD;47,6;32,8;4,9;9,6;28,0;7,8;6,8;5,0;4,1;1,0;8,6;8,9;2,1;1,1;2,4;0,6;102,58690;18
SCB;2009-12-10T00:00:00Z;2009-10-28;2009-11-25;2009;Dec 2009;2009-50;14588;5;M FP C KD;M_FP_C_KD;42,5;36,5;5,1;8,4;26,2;6,5;5,0;4,8;5,1;2,4;8,6;8,9;2,1;1,1;2,4;0,6;102,58690;18
Sifo;2009-12-13T00:00:00Z;2009-11-30;2009-12-10;2009;Dec 2009;2009-50;14591;5;M FP C KD;M_FP_C_KD;40,8;36,7;5,2;10,3;25,1;6,8;5,2;3,7;5,1;1,9;8,6;8,9;2,1;1,1;2,4;0,6;102,58690;18
Ipsos;2009-12-17T00:00:00Z;2009-12-02;2009-12-16;2009;Dec 2009;2009-51;14595;5;M FP C KD;M_FP_C_KD;43,0;34,3;5,3;9,8;26,7;6,7;4,9;4,7;5,3;2,3;8,6;8,9;2,1;1,1;2,4;0,6;102,58690;18
Novus;2009-12-20T00:00:00Z;2009-12-01;2009-12-14;2009;Dec 2009;2009-51;14598;5;M FP C KD;M_FP_C_KD;42,5;34,2;6,4;10,9;25,9;7,4;5,5;3,7;4,9;1,1;8,6;8,9;2,1;1,1;2,4;0,6;102,58690;18
Inizio;2009-12-22T00:00:00Z;2009-11-28;2009-12-21;2009;Dec 2009;2009-52;14600;5;M FP C KD;M_FP_C_KD;41,6;31,4;5,7;10,7;25,0;7,0;5,5;4,1;7,1;3,5;8,6;8,9;2,1;1,1;2,4;0,6;102,58690;18
Sentio;2009-12-30T00:00:00Z;2009-12-01;2009-12-23;2009;Dec 2009;2009-53;14608;5;M FP C KD;M_FP_C_KD;44,0;32,0;5,5;10,8;28,2;6,3;4,9;4,6;5,9;1,8;8,6;8,9;2,1;1,1;2,4;0,6;102,58690;18
Skop;2010-01-01T00:00:00Z;2009-12-09;2010-12-30;2010;Jan 2010;2010-53;14610;NA;M FP C KD;M_FP_C_KD;46,3;31,1;6,4;10,9;28,9;9,3;4,7;3,4;3,2;2,1;9,5;8,9;2,6;1,8;2,3;0,3;102,57610;17
Demoskop;2010-01-15T00:00:00Z;2010-01-04;2010-01-11;2010;Jan 2010;2010-02;14624;5;M FP C KD;M_FP_C_KD;41,8;37,1;3,8;10,3;27,4;7,4;3,1;3,9;5,0;2,0;9,5;8,9;2,6;1,8;2,3;0,3;102,57610;17
Novus;2010-01-20T00:00:00Z;2010-01-05;2010-01-18;2010;Jan 2010;2010-03;14629;5;M FP C KD;M_FP_C_KD;41,9;35,5;5,0;11,3;26,1;6,2;5,2;4,4;4,4;1,9;9,5;8,9;2,6;1,8;2,3;0,3;102,57610;17
Sifo;2010-01-24T00:00:00Z;2010-01-11;2010-01-21;2010;Jan 2010;2010-03;14633;5;M FP C KD;M_FP_C_KD;41,5;36,9;5,5;9,4;25,8;6,7;5,0;4,0;5,0;1,7;9,5;8,9;2,6;1,8;2,3;0,3;102,57610;17
Sentio;2010-01-28T00:00:00Z;2010-01-05;2010-01-27;2010;Jan 2010;2010-04;14637;5;M FP C KD;M_FP_C_KD;41,6;34,5;5,5;10,5;26,3;5,7;4,8;4,8;5,6;2,3;9,5;8,9;2,6;1,8;2,3;0,3;102,57610;17
Ipsos;2010-01-29T00:00:00Z;2010-01-11;2010-01-27;2010;Jan 2010;2010-04;14638;5;M FP C KD;M_FP_C_KD;45,8;34,9;4,6;9,1;29,3;7,3;4,8;4,4;4,1;1,5;9,5;8,9;2,6;1,8;2,3;0,3;102,57610;17
Inizio;2010-02-02T00:00:00Z;2010-01-07;2010-01-31;2010;Feb 2010;2010-05;14642;5;M FP C KD;M_FP_C_KD;39,4;30,1;6,7;13,5;23,1;6,8;4,0;5,5;6,0;4,3;9,3;8,9;1,8;2,5;2,4;0,9;102,80440;15
Demoskop;2010-02-05T00:00:00Z;2010-01-27;2010-02-03;2010;Feb 2010;2010-05;14645;5;M FP C KD;M_FP_C_KD;46,2;35,2;6,2;7,6;29,9;6,4;5,1;4,8;3,8;1,0;9,3;8,9;1,8;2,5;2,4;0,9;102,80440;15
Skop;2010-02-12T00:00:00Z;2010-01-24;2010-02-04;2010;Feb 2010;2010-06;14652;5;M FP C KD;M_FP_C_KD;46,6;32,1;5,4;10,5;28,8;6,9;5,9;5,0;4,4;1,0;9,3;8,9;1,8;2,5;2,4;0,9;102,80440;15
Sifo;2010-02-14T00:00:00Z;2010-02-01;2010-02-11;2010;Feb 2010;2010-06;14654;5;M FP C KD;M_FP_C_KD;45,6;34,6;5,1;9,3;29,6;6,5;5,6;3,9;3,4;2,0;9,3;8,9;1,8;2,5;2,4;0,9;102,80440;15
Novus;2010-02-19T00:00:00Z;2010-02-02;2010-02-15;2010;Feb 2010;2010-07;14659;5;M FP C KD;M_FP_C_KD;44,5;34,1;5,6;9,5;29,4;6,9;4,3;3,9;4,5;1,8;9,3;8,9;1,8;2,5;2,4;0,9;102,80440;15
Ipsos;2010-02-26T00:00:00Z;2010-02-08;2010-02-24;2010;Feb 2010;2010-08;14666;5;M FP C KD;M_FP_C_KD;43,0;35,2;4,8;9,7;27,7;6,3;4,9;4,1;5,6;1,7;9,3;8,9;1,8;2,5;2,4;0,9;102,80440;15
Inizio;2010-03-01T00:00:00Z;2010-02-21;2010-02-25;2010;Mar 2010;2010-09;14669;5;M FP C KD;M_FP_C_KD;41,5;30,8;6,4;13,1;26,4;6,0;3,9;5,2;5,4;2,8;9,3;8,9;3,9;3,1;2,2;0,8;103,03890;23
Sentio;2010-03-05T00:00:00Z;2010-02-09;2010-02-28;2010;Mar 2010;2010-09;14673;5;M FP C KD;M_FP_C_KD;42,6;33,6;5,6;9,2;27,3;5,4;4,5;5,4;6,3;2,7;9,3;8,9;3,9;3,1;2,2;0,8;103,03890;23
Demoskop;2010-03-06T00:00:00Z;2010-02-24;2010-03-03;2010;Mar 2010;2010-09;14674;5;M FP C KD;M_FP_C_KD;44,5;34,4;5,1;10,6;27,3;7,2;4,7;5,3;4,3;1,1;9,3;8,9;3,9;3,1;2,2;0,8;103,03890;23
Skop;2010-03-14T00:00:00Z;2010-02-16;2010-03-10;2010;Mar 2010;2010-10;14682;5;M FP C KD;M_FP_C_KD;44,3;32,1;6,8;10,8;28,9;6,6;3,9;4,9;2,7;3,3;9,3;8,9;3,9;3,1;2,2;0,8;103,03890;23
Sifo;2010-03-14T00:00:00Z;2010-03-01;2010-03-11;2010;Mar 2010;2010-10;14682;5;M FP C KD;M_FP_C_KD;45,2;34,0;5,6;10,6;30,8;5,9;4,7;3,8;3,8;0,8;9,3;8,9;3,9;3,1;2,2;0,8;103,03890;23
Novus;2010-03-18T00:00:00Z;2010-03-02;2010-03-15;2010;Mar 2010;2010-11;14686;5;M FP C KD;M_FP_C_KD;42,6;35,8;6,0;9,9;26,9;6,1;5,4;4,2;4,3;1,4;9,3;8,9;3,9;3,1;2,2;0,8;103,03890;23
Ipsos;2010-03-26T00:00:00Z;2010-03-08;2010-03-24;2010;Mar 2010;2010-12;14694;5;M FP C KD;M_FP_C_KD;44,4;33,7;5,2;10,2;27,5;7,2;5,1;4,6;3,6;2,9;9,3;8,9;3,9;3,1;2,2;0,8;103,03890;23
Inizio;2010-03-30T00:00:00Z;2010-03-01;2010-03-28;2010;Mar 2010;2010-13;14698;5;M FP C KD;M_FP_C_KD;44,6;30,6;5,8;10,8;27,3;7,1;4,6;5,6;5,5;2,7;9,3;8,9;3,9;3,1;2,2;0,8;103,03890;23
Sentio;2010-04-04T00:00:00Z;2010-03-16;2010-03-28;2010;Apr 2010;2010-13;14703;5;M FP C KD;M_FP_C_KD;43,9;32,1;5,3;8,8;28,0;6,4;5,1;4,4;7,6;2,3;9,7;8,9;-0,5;3,3;1,9;0,7;103,19380;19
Demoskop;2010-04-12T00:00:00Z;2010-03-31;2010-04-07;2010;Apr 2010;2010-15;14711;5;M FP C KD;M_FP_C_KD;43,6;35,6;5,4;11,3;28,1;7,6;4,2;3,7;3,2;0,9;9,7;8,9;-0,5;3,3;1,9;0,7;103,19380;19
Skop;2010-04-15T00:00:00Z;2010-03-18;2010-04-10;2010;Apr 2010;2010-15;14714;5;M FP C KD;M_FP_C_KD;44,9;33,6;4,5;10,3;28,1;7,0;5,2;4,6;5,0;1,7;9,7;8,9;-0,5;3,3;1,9;0,7;103,19380;19
Sifo;2010-04-18T00:00:00Z;2010-04-06;2010-04-15;2010;Apr 2010;2010-15;14717;5;M FP C KD;M_FP_C_KD;45,0;34,1;5,4;9,0;29,8;6,2;4,9;4,1;4,9;1,6;9,7;8,9;-0,5;3,3;1,9;0,7;103,19380;19
Novus;2010-04-21T00:00:00Z;2010-04-06;2010-04-19;2010;Apr 2010;2010-16;14720;5;M FP C KD;M_FP_C_KD;44,2;35,8;4,5;9,7;28,1;6,4;4,9;4,8;3,6;2,2;9,7;8,9;-0,5;3,3;1,9;0,7;103,19380;19
Inizio;2010-04-27T00:00:00Z;2010-03-29;2010-04-25;2010;Apr 2010;2010-17;14726;5;M FP C KD;M_FP_C_KD;44,3;30,5;6,4;11,7;27,1;6,6;5,4;5,2;4,2;2,9;9,7;8,9;-0,5;3,3;1,9;0,7;103,19380;19
Sentio;2010-04-29T00:00:00Z;2010-04-01;2010-04-30;2010;Apr 2010;2010-17;14728;5;M FP C KD;M_FP_C_KD;43,8;33,4;5,0;10,8;28,5;6,3;4,8;4,2;5,0;2,0;9,7;8,9;-0,5;3,3;1,9;0,7;103,19380;19
Ipsos;2010-04-30T00:00:00Z;2010-04-12;2010-04-28;2010;Apr 2010;2010-17;14729;5;M FP C KD;M_FP_C_KD;43,1;35,1;5,6;10,6;28,8;5,9;4,6;3,8;4,0;1,6;9,7;8,9;-0,5;3,3;1,9;0,7;103,19380;19
Demoskop;2010-05-06T00:00:00Z;2010-04-28;2010-05-05;2010;May 2010;2010-18;14735;5;M FP C KD;M_FP_C_KD;49,2;33,8;4,8;8,8;30,6;9,0;4,2;5,4;2,1;1,3;9,0;8,8;4,1;3,4;2,1;1,2;103,21780;15
Novus;2010-05-12T00:00:00Z;2010-04-27;2010-05-10;2010;May 2010;2010-19;14741;5;M FP C KD;M_FP_C_KD;46,5;33,6;5,6;8,3;31,2;6,3;4,9;4,1;4,6;1,4;9,0;8,8;4,1;3,4;2,1;1,2;103,21780;15
Sifo;2010-05-14T00:00:00Z;2010-05-03;2010-05-11;2010;May 2010;2010-19;14743;5;M FP C KD;M_FP_C_KD;46,2;34,3;4,3;10,7;30,9;6,7;5,1;3,5;3,5;1,0;9,0;8,8;4,1;3,4;2,1;1,2;103,21780;15
Skop;2010-05-24T00:00:00Z;2010-04-28;2010-05-19;2010;May 2010;2010-21;14753;5;M FP C KD;M_FP_C_KD;45,3;33,7;5,8;10,9;30,3;6,0;5,0;4,0;2,9;1,4;9,0;8,8;4,1;3,4;2,1;1,2;103,21780;15
Inizio;2010-05-25T00:00:00Z;2010-04-26;2010-05-23;2010;May 2010;2010-21;14754;5;M FP C KD;M_FP_C_KD;45,1;31,0;6,5;10,0;29,8;5,7;4,9;4,7;5,5;1,9;9,0;8,8;4,1;3,4;2,1;1,2;103,21780;15
Novus;2010-05-27T00:00:00Z;2010-05-11;2010-05-24;2010;May 2010;2010-21;14756;5;M FP C KD;M_FP_C_KD;46,2;32,5;6,9;8,5;30,3;6,1;5,3;4,5;4,0;1,9;9,0;8,8;4,1;3,4;2,1;1,2;103,21780;15
Ipsos;2010-05-28T00:00:00Z;2010-05-10;2010-05-26;2010;May 2010;2010-21;14757;5;M FP C KD;M_FP_C_KD;48,3;32,5;5,2;8,8;31,8;7,2;4,7;4,6;3,4;1,8;9,0;8,8;4,1;3,4;2,1;1,2;103,21780;15
Sentio;2010-06-03T00:00:00Z;2010-05-01;2010-05-31;2010;Jun 2010;2010-22;14763;5;M FP C KD;M_FP_C_KD;45,8;30,3;6,4;10,1;31,1;5,6;4,7;4,4;5,3;2,1;9,6;8,7;3,1;3,4;1,9;0,9;103,34370;14
Demoskop;2010-06-04T00:00:00Z;2010-05-26;2010-06-02;2010;Jun 2010;2010-22;14764;5;M FP C KD;M_FP_C_KD;50,9;29,9;4,6;9,8;34,5;7,6;4,8;4,0;3,3;1,5;9,6;8,7;3,1;3,4;1,9;0,9;103,34370;14
Novus;2010-06-09T00:00:00Z;2010-05-25;2010-06-07;2010;Jun 2010;2010-23;14769;5;M FP C KD;M_FP_C_KD;46,9;31,5;5,0;9,9;32,1;5,7;5,2;3,9;4,8;1,9;9,6;8,7;3,1;3,4;1,9;0,9;103,34370;14
SCB;2010-06-10T00:00:00Z;2010-04-28;2010-05-30;2010;Jun 2010;2010-23;14770;5;M FP C KD;M_FP_C_KD;44,1;33,8;5,6;10,7;29,2;5,8;4,6;4,5;3,9;1,9;9,6;8,7;3,1;3,4;1,9;0,9;103,34370;14
Sifo;2010-06-13T00:00:00Z;2010-05-31;2010-06-10;2010;Jun 2010;2010-23;14773;5;M FP C KD;M_FP_C_KD;48,4;30,6;5,1;9,9;32,9;6,1;4,9;4,5;4,3;1,7;9,6;8,7;3,1;3,4;1,9;0,9;103,34370;14
Skop;2010-06-19T00:00:00Z;2010-05-31;2010-06-15;2010;Jun 2010;2010-24;14779;5;M FP C KD;M_FP_C_KD;48,1;30,4;5,3;11,0;34,0;6,7;3,8;3,6;3,5;1,7;9,6;8,7;3,1;3,4;1,9;0,9;103,34370;14
Inizio;2010-06-22T00:00:00Z;2010-05-24;2010-06-20;2010;Jun 2010;2010-25;14782;5;M FP C KD;M_FP_C_KD;46,4;28,8;6,6;10,3;29,9;6,8;4,8;4,9;5,6;2,3;9,6;8,7;3,1;3,4;1,9;0,9;103,34370;14
Novus;2010-06-23T00:00:00Z;2010-06-08;2010-06-21;2010;Jun 2010;2010-25;14783;5;M FP C KD;M_FP_C_KD;45,9;32,5;5,5;9,1;31,1;4,8;5,7;4,3;4,7;2,3;9,6;8,7;3,1;3,4;1,9;0,9;103,34370;14
Ipsos;2010-06-24T00:00:00Z;2010-06-07;2010-06-22;2010;Jun 2010;2010-25;14784;5;M FP C KD;M_FP_C_KD;49,1;30,0;5,2;9,3;33,1;6,6;4,8;4,6;4,6;1,8;9,6;8,7;3,1;3,4;1,9;0,9;103,34370;14
Sentio;2010-07-02T00:00:00Z;2010-06-01;2010-06-30;2010;Jul 2010;2010-26;14792;5;M FP C KD;M_FP_C_KD;46,9;30,8;5,7;9,3;31,8;5,6;5,0;4,5;5,7;1,6;8,2;8,6;2,4;3,7;1,7;1,1;103,37610;5
Demoskop;2010-07-09T00:00:00Z;2010-06-27;2010-07-04;2010;Jul 2010;2010-27;14799;5;M FP C KD;M_FP_C_KD;49,1;30,6;4,7;8,9;32,1;7,0;5,3;4,7;4,5;2,2;8,2;8,6;2,4;3,7;1,7;1,1;103,37610;5
